,card,fouls_committed,fouls_suffered,goal,goals,league,player,season,shotoff,shoton,team,penalties,non_penalties
3966,"[u'y', u'y2', u'y', u'y', u'y', u'y']",24,23,[],0,10257,575364,2015/2016,9,5,8524,0,0
3967,"[u'y', u'y']",0,2,[],0,10257,212630,2015/2016,0,0,8524,0,0
3968,"[u'y', u'y', u'y', u'y']",9,3,[],0,10257,612755,2015/2016,1,0,8564,0,0
3969,"[u'y', u'y', u'y']",16,28,[u'header'],1,10257,34000,2015/2016,6,3,8540,0,1
3970,[u'y'],3,1,[],0,10257,113239,2015/2016,1,0,8540,0,0
3971,"[u'y', u'r', u'y', u'y']",20,14,"[u'direct_freekick', u'shot', u'distance']",3,10257,39232,2015/2016,11,6,8533,0,3
3972,"[u'y', u'r']",19,21,"[u'header', u'header', u'volley']",3,10257,106292,2015/2016,9,12,8543,0,3
3973,"[u'y', u'y', u'y', u'y']",28,17,[],0,10257,25587,2015/2016,4,9,9882,0,0
3974,"[u'y', u'r', u'y', u'y', u'y', u'y']",12,3,"[u'header', u'deflected', u'header']",3,10257,45413,2015/2016,5,2,9882,0,3
3975,[],6,4,[],0,10257,660010,2015/2016,1,3,9882,0,0
3976,"[u'y', u'y', u'y2', u'y', u'y', u'y']",29,12,"[u'header', u'shot']",2,10257,104778,2015/2016,2,7,208931,0,2
3977,"[u'y', u'y', u'y', u'y2', u'y', u'y']",27,27,"[u'shot', u'shot', u'shot']",3,10257,540307,2015/2016,10,8,7943,0,3
3978,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y2']",70,32,"[u'shot', u'shot', u'shot']",3,10257,230825,2015/2016,16,17,208931,0,3
3979,"[u'y', u'y2', u'y', u'y', u'y']",30,16,"[u'shot', u'volley']",2,10257,130155,2015/2016,6,0,8636,0,2
3980,"[u'y', u'y2', u'y', u'y', u'r', u'y', u'y']",18,18,[],0,10257,98254,2015/2016,3,3,8636,0,0
3981,[],1,0,[],0,10257,38827,2015/2016,0,0,9804,0,0
3982,"[u'y', u'y']",6,11,[],0,10257,24500,2015/2016,1,5,8524,0,0
3983,"[u'y', u'y']",1,4,[],0,10257,35644,2015/2016,0,0,9857,0,0
3984,[],5,5,"[u'header', u'tap_in']",2,10257,590494,2015/2016,1,1,8686,0,2
3985,"[u'y', u'y']",34,39,"['penalty', u'shot']",2,10257,212767,2015/2016,17,16,208931,1,1
3986,[],8,7,[],0,10257,415308,2015/2016,1,1,8534,0,0
3987,"[u'y', u'y']",0,2,[],0,10257,181910,2015/2016,0,0,10233,0,0
3988,"[u'y', u'y', u'y', u'y']",28,11,[u'shot'],1,10257,279820,2015/2016,3,3,9876,0,1
3989,"[u'y', u'y', u'y', u'y', u'r']",43,22,[],0,10257,206695,2015/2016,5,7,9876,0,0
3990,"[u'y', u'y', u'y', u'y', u'y', u'y2', u'y']",25,11,[],0,10257,428672,2015/2016,6,7,8636,0,0
3991,[u'y'],12,12,[],0,10257,259507,2015/2016,9,3,9891,0,0
3992,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",39,19,[u'shot'],1,10257,39555,2015/2016,2,2,8564,0,1
3993,[],0,8,[],0,10257,39599,2015/2016,0,0,8543,0,0
3994,"[u'r', u'y', u'y', u'y', u'y']",15,8,[],0,10257,46078,2015/2016,1,0,9882,0,0
3995,"[u'y', u'y', u'y']",8,9,[u'volley'],1,10257,24789,2015/2016,1,4,9882,0,1
3996,[u'r'],1,4,[],0,10257,105828,2015/2016,0,0,9876,0,0
3997,"[u'y', u'y', u'y', u'y', u'y2', u'y']",33,42,"[u'direct_freekick', u'shot', u'shot']",3,10257,251384,2015/2016,16,15,9876,0,3
3998,[u'y'],4,5,[],0,10257,201617,2015/2016,0,0,9891,0,0
3999,"[u'y', u'y', u'y']",11,5,[],0,10257,213317,2015/2016,7,3,208931,0,0
4000,"[u'r', u'y', u'y', u'y', u'y', u'y', u'y']",28,10,"[u'shot', u'shot', u'deflected', u'header', u'deflected']",5,10257,166595,2015/2016,9,13,9885,0,5
4001,[],3,5,[],0,10257,231093,2015/2016,3,5,7943,0,0
4002,"[u'y', u'y', u'y', u'y', u'r']",22,11,[],0,10257,92532,2015/2016,0,3,8540,0,0
4003,"[u'r', u'y', u'y']",16,13,[],0,10257,39207,2015/2016,1,1,8524,0,0
4004,[],0,4,[],0,10257,68436,2015/2016,0,0,8524,0,0
4005,[],5,11,[],0,10257,670928,2015/2016,1,1,8540,0,0
4006,"[u'r', u'y', u'y', u'y']",18,24,[],0,10257,362115,2015/2016,2,2,9857,0,0
4007,"[u'y', u'y', u'y', u'y', u'y', u'y']",33,17,[],0,10257,114664,2015/2016,5,5,9891,0,0
4008,[],0,1,[],0,10257,541555,2015/2016,2,0,9876,0,0
4009,[u'y'],7,14,[],0,10257,111862,2015/2016,3,7,9885,0,0
4010,[],4,8,[],0,10257,182776,2015/2016,1,1,9857,0,0
4011,"[u'y', u'y', u'y']",36,6,[],0,10257,39562,2015/2016,7,2,8543,0,0
4012,[u'y'],1,0,[],0,10257,150747,2015/2016,0,0,8543,0,0
4013,[],0,0,[],0,10257,543306,2015/2016,0,1,9882,0,0
4014,"[u'y', u'y']",0,6,[],0,10257,553849,2015/2016,0,0,9876,0,0
4015,"[u'y', u'y']",13,5,"[u'header', u'header']",2,10257,409152,2015/2016,2,3,8540,0,2
4016,"[u'y', u'y', u'y']",14,11,[],0,10257,315460,2015/2016,4,3,9804,0,0
4017,"[u'y', u'y']",20,18,"['penalty', 'penalty', u'shot', u'shot', u'shot']",5,10257,161660,2015/2016,15,11,9804,2,3
4018,[],3,5,[],0,10257,213688,2015/2016,0,0,8636,0,0
4019,[u'y'],6,1,[],0,10257,41318,2015/2016,1,0,8600,0,0
4020,[u'y'],6,4,[],0,10257,244970,2015/2016,3,3,9857,0,0
4021,"[u'y', u'y']",13,13,[],0,10257,358155,2015/2016,1,2,9885,0,0
4022,"[u'y', u'y', u'y', u'y2']",12,4,[],0,10257,358149,2015/2016,1,1,8543,0,0
4023,[u'y'],1,0,[],0,10257,683432,2015/2016,0,0,8686,0,0
4024,[],1,0,[],0,10257,699398,2015/2016,0,0,8686,0,0
4025,"[u'y', u'y', u'y', u'y']",33,9,"[u'shot', u'header', u'shot']",3,10257,42651,2015/2016,8,16,10233,0,3
4026,"[u'y', u'y', u'y', u'y']",10,30,"[u'shot', u'distance', u'shot', u'shot', u'shot', u'shot']",6,10257,280276,2015/2016,11,17,10233,0,6
4027,[],6,12,[],0,10257,30603,2015/2016,7,6,9876,0,0
4028,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",36,26,[],0,10257,202650,2015/2016,3,4,208931,0,0
4029,[],2,1,[],0,10257,215658,2015/2016,0,0,9875,0,0
4030,[u'y'],0,2,[],0,10257,39477,2015/2016,0,0,8540,0,0
4031,"[u'y', u'y', u'y', u'y', u'y', u'r']",17,8,[u'header'],1,10257,263796,2015/2016,6,0,9891,0,1
4032,"[u'y', u'y', u'y2']",14,16,"[u'shot', u'shot']",2,10257,506364,2015/2016,4,1,8524,0,2
4033,"[u'y', u'y']",9,5,[],0,10257,400957,2015/2016,4,7,8524,0,0
4034,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",11,6,[],0,10257,300236,2015/2016,1,0,208931,0,0
4035,[],3,2,[],0,10257,128852,2015/2016,1,2,9875,0,0
4036,"[u'y', u'y', u'y', u'y']",19,23,[u'direct_freekick'],1,10257,184105,2015/2016,17,9,9891,0,1
4037,"[u'y', u'y']",6,1,[],0,10257,541556,2015/2016,2,0,9876,0,0
4038,"[u'y', u'y', u'y']",6,9,"[u'shot', u'tap_in', 'penalty', u'distance', u'shot']",5,10257,30714,2015/2016,7,8,8686,1,4
4039,[],0,1,[],0,10257,37537,2015/2016,0,0,8524,0,0
4040,[],0,1,[],0,10257,157284,2015/2016,0,0,208931,0,0
4041,[],1,1,[],0,10257,231804,2015/2016,0,1,8543,0,0
4042,[],1,3,[],0,10257,39367,2015/2016,0,0,8564,0,0
4043,[],0,0,[],0,10257,280276,2015/2016,2,0,8564,0,0
4044,[],5,2,[],0,10257,96616,2015/2016,2,0,9885,0,0
4045,[u'r'],0,0,[],0,10257,42702,2015/2016,0,0,9885,0,0
4046,[u'y'],3,0,[],0,10257,192504,2015/2016,1,0,8600,0,0
4047,[u'y'],6,2,[u'shot'],1,10257,27335,2015/2016,3,1,8564,0,1
4048,"[u'y', u'y2']",11,6,[],0,10257,265725,2015/2016,5,8,9876,0,0
4049,"[u'y', u'y', u'y', u'y']",20,37,[u'shot'],1,10257,41475,2015/2016,7,15,8524,0,1
4050,[],26,21,"[u'shot', u'tap_in']",2,10257,27657,2015/2016,10,17,9857,0,2
4051,[],3,1,[],0,10257,299799,2015/2016,1,1,8540,0,0
4052,[],2,0,[],0,10257,641243,2015/2016,1,0,8540,0,0
4053,"[u'y', u'y']",9,9,['penalty'],1,10257,415113,2015/2016,3,5,208931,1,0
4054,[u'y'],1,1,[],0,10257,113239,2015/2016,0,0,208931,0,0
4055,[],0,0,[],0,10257,42390,2015/2016,0,0,9876,0,0
4056,[u'y'],2,14,"[u'tap_in', 'penalty', 'penalty', 'penalty']",4,10257,41269,2015/2016,9,8,10233,3,1
4057,"[u'y', u'y', u'y', u'y', u'y', u'y']",28,41,[u'direct_freekick'],1,10257,108808,2015/2016,19,24,8564,0,1
4058,"[u'r', u'y', u'y']",20,16,"[u'distance', u'shot', u'shot']",3,10257,18506,2015/2016,13,26,8535,0,3
4059,[],1,1,[],0,10257,290022,2015/2016,0,0,9804,0,0
4060,[],0,2,[],0,10257,239213,2015/2016,0,0,8534,0,0
4061,[u'y'],0,1,[],0,10257,30660,2015/2016,0,0,9875,0,0
4062,"[u'y', u'y', u'y']",11,1,[],0,10257,134236,2015/2016,1,1,8535,0,0
4063,[],12,8,"[u'backheel', u'tap_in', u'distance', u'loose_ball', u'tap_in', u'header', u'shot', u'shot']",8,10257,161328,2015/2016,14,22,8686,0,8
4064,"[u'y', u'y']",6,3,[],0,10257,45413,2015/2016,0,1,8686,0,0
4065,[u'y'],3,3,[u'header'],1,10257,174031,2015/2016,1,0,9804,0,1
4066,"[u'y', u'y', u'y', u'y']",17,5,[],0,10257,97502,2015/2016,0,0,9876,0,0
4067,[u'y'],14,17,[u'shot'],1,10257,39295,2015/2016,10,12,8636,0,1
4068,"[u'y', u'y', u'y']",6,2,[u'distance'],1,10257,39273,2015/2016,1,0,8533,0,1
4069,[u'y'],10,7,[],0,10257,267863,2015/2016,0,1,8600,0,0
4070,"[u'y', u'y', u'y', u'y', u'y']",29,14,[],0,10257,25772,2015/2016,6,2,8600,0,0
4071,"[u'y', u'y', u'y', u'y', u'y']",20,6,[],0,10257,189293,2015/2016,1,0,208931,0,0
4072,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y2']",13,14,[],0,10257,25526,2015/2016,7,1,9882,0,0
4073,"[u'y', u'y', u'y', u'y']",14,30,[],0,10257,177874,2015/2016,4,5,9882,0,0
4074,"[u'y', u'y']",26,20,[u'distance'],1,10257,50189,2015/2016,3,12,9882,0,1
4075,"[u'y', u'y']",6,6,[],0,10257,293205,2015/2016,0,0,7943,0,0
4076,[],6,1,[u'shot'],1,10257,282278,2015/2016,6,3,7943,0,1
4077,"[u'y', u'y', u'y']",25,12,"[u'header', u'shot', 'penalty', u'tap_in']",4,10257,39447,2015/2016,9,15,8524,1,3
4078,"[u'y', u'y', u'y']",18,18,[],0,10257,182606,2015/2016,2,3,9876,0,0
4079,[u'y'],7,4,[],0,10257,387499,2015/2016,1,1,9876,0,0
4080,"[u'y', u'y']",8,3,[u'shot'],1,10257,38122,2015/2016,0,0,9891,0,1
4081,"[u'y', u'y', u'y2', u'y', u'y']",17,6,[],0,10257,18880,2015/2016,0,3,8533,0,0
4082,[],10,13,[],0,10257,202341,2015/2016,4,0,10233,0,0
4083,[],7,10,[u'shot'],1,10257,25594,2015/2016,4,1,8543,0,1
4084,"[u'y', u'y']",13,30,"[u'volley', u'shot', u'shot']",3,10257,101422,2015/2016,14,9,8686,0,3
4085,[u'y'],2,3,[u'shot'],1,10257,267371,2015/2016,1,2,8686,0,1
4086,"[u'y', u'y', u'y', u'y']",8,3,[u'shot'],1,10257,39331,2015/2016,1,0,9882,0,1
4087,[u'y'],17,11,[],0,10257,282060,2015/2016,2,4,8600,0,0
4088,"[u'y', u'y', u'y']",21,7,[],0,10257,24516,2015/2016,2,3,8600,0,0
4089,[u'y'],2,8,[u'shot'],1,10257,364104,2015/2016,1,1,208931,0,1
4090,"[u'y', u'y', u'y']",0,4,[],0,10257,42692,2015/2016,0,0,9804,0,0
4091,"[u'y', u'r']",14,14,[u'header'],1,10257,154246,2015/2016,0,3,9804,0,1
4092,[],3,2,[],0,10257,31672,2015/2016,0,2,9804,0,0
4093,"[u'y', u'y']",9,22,[u'shot'],1,10257,41542,2015/2016,9,17,8533,0,1
4094,[],12,5,[u'deflected'],1,10257,201704,2015/2016,5,0,8524,0,1
4095,[],2,4,[],0,10257,112476,2015/2016,2,0,8534,0,0
4096,[],3,1,[],0,10257,26221,2015/2016,0,3,8524,0,0
4097,[u'y'],4,10,"[u'shot', u'shot']",2,10257,213704,2015/2016,8,12,8535,0,2
4098,[],4,4,[],0,10257,178603,2015/2016,2,5,9876,0,0
4099,[u'y'],19,19,"[u'distance', u'shot', u'deflected']",3,10257,39540,2015/2016,23,24,9882,0,3
4100,[],9,4,[u'shot'],1,10257,49860,2015/2016,1,1,8600,0,1
4101,[],9,2,[],0,10257,72707,2015/2016,3,4,10233,0,0
4102,[u'y'],0,3,[],0,10257,169718,2015/2016,0,0,8686,0,0
4103,[],1,4,[],0,10257,620524,2015/2016,1,4,8534,0,0
4104,"[u'y', u'y', u'y', u'y']",10,6,[],0,10257,184770,2015/2016,0,0,8534,0,0
4105,[],7,0,[],0,10257,26522,2015/2016,0,0,9857,0,0
4106,[],11,6,[u'shot'],1,10257,40016,2015/2016,1,1,8543,0,1
4107,[u'y'],4,4,"['penalty', u'shot']",2,10257,187360,2015/2016,9,5,208931,1,1
4108,"[u'y', u'y', u'y', u'y', u'y']",13,4,[],0,10257,121044,2015/2016,2,1,9882,0,0
4109,[u'y'],1,4,[],0,10257,181911,2015/2016,0,0,208931,0,0
4110,[],7,5,[],0,10257,26489,2015/2016,0,1,8543,0,0
4111,[],1,10,[],0,10257,50074,2015/2016,2,7,9857,0,0
4112,[u'y'],5,7,[],0,10257,160460,2015/2016,1,0,9891,0,0
4113,[],1,0,['penalty'],1,10257,24123,2015/2016,1,0,208931,1,0
4114,[u'y'],7,5,"[u'shot', 'penalty']",2,10257,33782,2015/2016,3,4,8564,1,1
4115,"[u'y', u'y']",7,7,[],0,10257,470868,2015/2016,2,4,8564,0,0
4116,[u'y'],3,3,[],0,10257,364532,2015/2016,0,0,10233,0,0
4117,[u'y'],1,0,[],0,10257,574838,2015/2016,0,0,8540,0,0
4118,[u'y'],1,3,[u'header'],1,10257,453324,2015/2016,1,0,9876,0,1
4119,[],1,2,[],0,10257,178802,2015/2016,0,0,9857,0,0
4120,"[u'y', u'y']",7,5,[],0,10257,151050,2015/2016,1,0,8540,0,0
4121,[],0,0,[],0,10257,39450,2015/2016,1,0,8535,0,0
4122,[],0,0,[],0,10257,629041,2015/2016,1,3,8540,0,0
4123,[],1,0,[],0,10257,723413,2015/2016,0,0,7943,0,0
4124,[u'y'],2,0,[],0,10257,624166,2015/2016,0,0,8564,0,0
4125,[],0,1,[],0,10257,39302,2015/2016,0,0,8534,0,0
4126,[],0,1,[],0,10257,162885,2015/2016,0,0,10233,0,0
4127,"[u'y', u'r']",2,1,[],0,10257,309328,2015/2016,0,0,9882,0,0
4128,[u'y'],1,4,[],0,10257,260964,2015/2016,0,0,8524,0,0
4129,[],3,4,[],0,10257,259306,2015/2016,0,0,9857,0,0
4130,[u'y'],0,0,[],0,10257,181920,2015/2016,0,0,9891,0,0
4131,[u'y'],6,1,[],0,10257,114558,2015/2016,1,1,8686,0,0
4132,"[u'y', u'y']",1,0,[],0,10257,238838,2015/2016,0,0,9882,0,0
4133,[u'y'],1,0,[],0,10257,155246,2015/2016,0,0,9857,0,0
4134,[],1,1,[],0,10257,485634,2015/2016,1,1,8524,0,0
4135,[],1,2,[],0,10257,421773,2015/2016,0,0,8533,0,0
4136,"[u'y', u'y']",3,1,[],0,10257,39357,2015/2016,0,0,8600,0,0
4137,[u'y'],2,0,[],0,10257,603464,2015/2016,0,0,9876,0,0
4138,[],1,0,[],0,10257,206795,2015/2016,0,0,9876,0,0
4139,[],0,1,[],0,10257,299879,2015/2016,0,0,9882,0,0
4140,[],1,1,[],0,10257,239061,2015/2016,1,1,8686,0,0
4141,[],1,2,[],0,10257,528439,2015/2016,0,2,8533,0,0
4142,[u'y'],0,0,[],0,10257,41466,2015/2016,0,0,8564,0,0
4143,"[u'y', u'y', u'y', u'y', u'y', u'y', u'r', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",83,50,"[u'distance', u'header']",2,21518,154232,2014/2015,11,13,8302,0,2
4144,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y']",52,83,"[u'shot', u'shot', u'shot', 'penalty', u'shot', u'direct_freekick', 'penalty', u'distance', 'penalty', u'direct_freekick', u'deflected', u'header']",12,21518,75307,2014/2015,24,21,10267,3,9
4145,"[u'y', u'y']",28,24,"[u'shot', u'shot']",2,21518,282281,2014/2015,14,23,8302,0,2
4146,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",54,53,[u'shot'],1,21518,391058,2014/2015,7,6,10267,0,1
4147,"[u'y', u'y', u'y', u'y', u'y', u'y']",31,17,"[u'loose_ball', u'shot']",2,21518,151063,2014/2015,7,7,8302,0,2
4148,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",33,37,[u'deflected'],1,21518,35324,2014/2015,3,1,10267,0,1
4149,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",35,53,"[u'shot', u'shot', u'tap_in', u'shot']",4,21518,189192,2014/2015,8,10,8302,0,4
4150,"[u'y', u'y', u'y', u'y', u'y', u'y']",41,39,"[u'header', u'shot', u'shot', u'shot', u'volley', u'shot']",6,21518,213805,2014/2015,7,20,8302,0,6
4151,"[u'y', u'y', u'y', u'y', u'y', u'r', u'y', u'y2']",39,39,"[u'distance', u'tap_in', 'penalty']",3,21518,193869,2014/2015,26,30,10267,1,2
4152,"[u'y', u'y', u'y', u'y']",43,31,"[u'shot', u'shot', u'shot', u'shot', u'shot', 'penalty', u'shot', u'header', 'penalty', u'header', u'shot', 'penalty', u'shot', u'shot', 'penalty', u'shot', 'penalty', u'shot', u'tap_in', 'penalty']",20,21518,166648,2014/2015,18,37,8302,6,14
4153,[],5,8,[],0,21518,318526,2014/2015,2,0,10267,0,0
4154,"[u'y', u'y', u'y', u'y', u'y', u'y', u'r', u'y', u'y', u'y']",39,54,"[u'header', u'header', u'header', u'loose_ball', u'header', u'header']",6,21518,174321,2014/2015,7,7,10267,0,6
4155,"[u'y', u'y', u'y']",26,17,[],0,21518,33848,2014/2015,3,3,8302,0,0
4156,"[u'y', u'y']",25,33,"[u'shot', u'volley', u'shot', u'volley', u'deflected', u'shot', u'shot']",7,21518,46384,2014/2015,12,14,10267,0,7
4157,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",37,35,"[u'shot', u'header', u'header', u'shot', u'shot', u'shot', u'shot']",7,21518,111237,2014/2015,19,14,8302,0,7
4158,"[u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",35,21,[u'header'],1,21518,40940,2014/2015,10,7,8302,0,1
4159,[u'y'],1,0,[],0,21518,520385,2014/2015,0,0,8302,0,0
4160,"[u'y', u'y', u'y', u'y', u'y']",29,41,"[u'header', u'shot', u'header', u'shot', u'shot', u'shot']",6,21518,93480,2014/2015,17,14,10267,0,6
4161,"[u'y', u'y', u'y', u'y']",14,12,[u'header'],1,21518,173427,2014/2015,0,0,10267,0,1
4162,"[u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",62,55,"[u'volley', u'shot', u'shot', u'shot']",4,21518,361770,2014/2015,17,14,10267,0,4
4163,"[u'r', u'y', u'y', u'y']",12,11,[u'shot'],1,21518,324578,2014/2015,14,7,10267,0,1
4164,"[u'y', u'y', u'y', u'y']",0,9,[],0,21518,96613,2014/2015,0,0,10267,0,0
4165,"[u'y', u'y', u'y', u'y', u'y']",26,23,[u'shot'],1,21518,41157,2014/2015,18,20,10205,0,1
4166,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",64,24,[u'header'],1,21518,105351,2014/2015,9,4,8581,0,1
4167,"[u'y', u'y', u'y']",37,26,"[u'deflected', 'penalty']",2,21518,42479,2014/2015,12,7,10205,1,1
4168,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",42,24,[u'shot'],1,21518,268282,2014/2015,15,19,10205,0,1
4169,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",84,77,"[u'shot', u'indirect freekick', 'penalty', 'penalty', u'shot', u'shot', u'shot', u'shot', u'shot', u'shot', u'shot']",11,21518,41294,2014/2015,41,18,8581,2,9
4170,"[u'y', u'y', u'y', u'y', u'y', u'y']",30,18,"[u'shot', u'shot']",2,21518,513086,2014/2015,8,8,8581,0,2
4171,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y']",47,30,[u'lob'],1,21518,160844,2014/2015,6,9,10205,0,1
4172,"[u'y', u'y', u'y']",14,25,[],0,21518,150632,2014/2015,6,4,8581,0,0
4173,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",52,24,"[u'tap_in', u'volley', u'shot', u'shot']",4,21518,359197,2014/2015,31,34,10205,0,4
4174,"[u'y', u'y', u'y']",12,14,[],0,21518,37597,2014/2015,0,0,8581,0,0
4175,"[u'y', u'y']",29,35,"[u'shot', u'volley', u'shot', 'penalty', u'header', u'loose_ball']",6,21518,38044,2014/2015,15,18,10205,1,5
4176,"[u'y', u'y', u'y', u'y', u'y', u'y']",15,12,[],0,21518,70949,2014/2015,3,1,8581,0,0
4177,"[u'y', u'y', u'y', u'y', u'r', u'y', u'y']",16,14,[],0,21518,30276,2014/2015,8,5,8581,0,0
4178,"[u'y', u'y']",25,33,[u'shot'],1,21518,384413,2014/2015,10,12,8581,0,1
4179,"[u'y', u'y', u'y', u'y', u'y', u'y']",43,35,"[u'shot', u'shot', u'header', u'shot', u'header', u'volley', u'header', u'shot']",8,21518,25462,2014/2015,20,17,8581,0,8
4180,"[u'y', u'y', u'y', u'y', u'y']",22,11,[],0,21518,182921,2014/2015,6,4,10205,0,0
4181,[u'y'],8,3,[u'header'],1,21518,211118,2014/2015,2,4,8581,0,1
4182,"[u'y', u'y', u'y', u'y', u'y', u'y']",25,14,"[u'shot', u'shot', u'shot', u'distance']",4,21518,262592,2014/2015,11,12,10205,0,4
4183,[],4,1,[],0,21518,183346,2014/2015,2,1,8581,0,0
4184,[u'y'],5,3,[u'shot'],1,21518,251256,2014/2015,2,2,10205,0,1
4185,"[u'y', u'y', u'y']",14,7,['penalty'],1,21518,42873,2014/2015,13,14,8581,1,0
4186,"[u'y', u'y', u'y', u'y']",23,56,"[u'shot', u'header', u'header', u'shot', u'shot', u'deflected', u'header', u'shot', u'shot', u'shot', 'penalty', u'shot', u'shot', u'header', 'penalty', u'shot', u'tap_in']",17,21518,41168,2014/2015,32,40,8370,2,15
4187,"[u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",58,50,[],0,21518,33635,2014/2015,8,9,9906,0,0
4188,"[u'y', u'y', u'y', u'y', u'y', u'y']",31,32,"[u'deflected', u'header', u'tap_in', u'header', u'shot', u'tap_in', u'header', u'loose_ball', u'shot', u'shot', u'shot', u'shot', u'shot', u'shot', u'shot', u'tap_in', u'loose_ball', u'shot', u'bicycle_kick', u'shot', u'header', u'shot']",22,21518,184138,2014/2015,32,28,9906,0,22
4189,"[u'y', u'r', u'y', u'y2']",19,23,[],0,21518,172324,2014/2015,11,8,8370,0,0
4190,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",46,54,"[u'shot', u'distance']",2,21518,184533,2014/2015,27,15,9906,0,2
4191,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y']",65,32,"[u'shot', u'shot']",2,21518,186121,2014/2015,7,5,8370,0,2
4192,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",42,41,"[u'header', u'shot', u'shot', 'penalty', 'penalty', u'header', u'volley', u'shot', u'header', 'penalty', u'header', u'shot']",12,21518,75447,2014/2015,18,24,9906,3,9
4193,[],14,15,[u'header'],1,21518,292313,2014/2015,7,9,9906,0,1
4194,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",31,18,[],0,21518,191784,2014/2015,6,0,8370,0,0
4195,"[u'y', u'y', u'y', u'y', u'y', u'y']",34,28,[],0,21518,38424,2014/2015,2,2,9906,0,0
4196,[u'y'],30,41,"[u'volley', u'shot', u'header', u'shot', u'header']",5,21518,163205,2014/2015,37,31,8370,0,5
4197,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",21,39,"[u'header', u'header', u'header']",3,21518,56678,2014/2015,15,8,9906,0,3
4198,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",37,81,[u'distance'],1,21518,75004,2014/2015,19,19,8370,0,1
4199,"[u'y', u'y', u'y', u'y', u'y', u'y']",24,8,[],0,21518,359194,2014/2015,5,3,8370,0,0
4200,"[u'y', u'r', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",22,14,"[u'header', u'tap_in', u'header']",3,21518,19327,2014/2015,2,1,9906,0,3
4201,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",24,13,[u'shot'],1,21518,37631,2014/2015,5,6,9906,0,1
4202,"[u'y', u'y', u'y', u'y', u'y']",50,20,"[u'header', u'header', u'header', u'volley', u'shot']",5,21518,111975,2014/2015,27,31,8370,0,5
4203,[],10,12,[],0,21518,46297,2014/2015,3,1,9906,0,0
4204,[u'y'],23,13,"[u'header', u'bicycle_kick', u'header', u'header']",4,21518,309334,2014/2015,2,10,9906,0,4
4205,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y']",46,34,[],0,21518,183449,2014/2015,3,3,8370,0,0
4206,[],3,1,[],0,21518,26310,2014/2015,1,1,9906,0,0
4207,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",57,39,"[u'volley', u'header']",2,21518,112758,2014/2015,13,9,9864,0,2
4208,"[u'y', u'y', u'y']",45,44,"[u'header', u'tap_in', u'lob']",3,21518,43375,2014/2015,15,18,8315,0,3
4209,"[u'y', u'y', u'r', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",40,28,"[u'distance', u'distance', u'header', u'shot']",4,21518,282472,2014/2015,32,18,9864,0,4
4210,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",27,59,[u'loose_ball'],1,21518,179772,2014/2015,17,16,8315,0,1
4211,"[u'y', u'y']",19,31,[u'tap_in'],1,21518,96619,2014/2015,15,16,8315,0,1
4212,"[u'r', u'y']",16,19,['penalty'],1,21518,45244,2014/2015,9,9,9864,1,0
